                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     58,                 0.5217,                0.96854,                0.33456,                0.96327,                0.86552,                0.84182,                0.90134,                0.74044,                 0.8582,                0.83676,                0.89217,                0.70348,                      0,                      0,                    inf,                      0,               0.004357,               0.004357,               0.004357
                     59,                0.52269,                0.95269,                0.33028,                0.96412,                 0.8455,                0.86153,                0.90288,                  0.746,                0.90926,                0.83107,                0.91878,                0.72018,                      0,                      0,                    inf,                      0,               0.004258,               0.004258,               0.004258
                     60,                 0.5198,                0.93997,                0.32675,                0.95997,                 0.8986,                0.80994,                 0.9015,                  0.734,                0.88845,                0.80159,                0.88963,                0.70708,                      0,                      0,                    inf,                      0,               0.004159,               0.004159,               0.004159
                     61,                0.51414,                0.94328,                0.31979,                0.95555,                0.84479,                0.86412,                0.90692,                0.73415,                0.83782,                0.86536,                0.89609,                0.71759,                      0,                      0,                    inf,                      0,                0.00406,                0.00406,                0.00406
                     62,                0.50768,                0.91768,                0.31485,                0.95883,                0.86298,                0.86249,                0.90777,                0.74288,                0.85526,                 0.8557,                0.89277,                0.70966,                      0,                      0,                    inf,                      0,               0.003961,               0.003961,               0.003961
                     63,                0.50823,                0.93431,                0.31562,                0.95108,                0.89062,                0.82166,                0.90631,                0.75067,                0.88189,                0.81395,                0.89298,                0.71897,                      0,                      0,                    inf,                      0,               0.003862,               0.003862,               0.003862
                     64,                0.51295,                0.94895,                   0.32,                0.95393,                0.89713,                0.83021,                0.90075,                0.73526,                0.88685,                0.82038,                0.88704,                0.70569,                      0,                      0,                    inf,                      0,               0.003763,               0.003763,               0.003763
                     65,                0.50104,                0.90981,                0.31334,                 0.9572,                0.87914,                0.85646,                0.91545,                0.75216,                0.87048,                0.84826,                0.90087,                0.71542,                      0,                      0,                    inf,                      0,               0.003664,               0.003664,               0.003664
                     66,                0.49917,                0.92165,                0.31159,                0.95056,                0.85971,                0.88386,                0.90753,                 0.7456,                0.85347,                0.87795,                0.89781,                 0.7152,                      0,                      0,                    inf,                      0,               0.003565,               0.003565,               0.003565
                     67,                0.50332,                0.92372,                0.30902,                0.95311,                0.87987,                0.82882,                0.90365,                0.74618,                0.82618,                0.87473,                 0.8911,                0.70263,                      0,                      0,                    inf,                      0,               0.003466,               0.003466,               0.003466
