                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                0.73528,                 1.6902,                0.40555,                 1.0775,                0.84941,                0.83054,                0.87688,                0.72829,                0.85737,                0.83621,                0.88267,                0.68933,                      0,                      0,                    inf,                      0,               0.001288,               0.001288,               0.001288
                     90,                0.68348,                 1.5541,                0.36391,                 1.0819,                0.88084,                0.82786,                0.89347,                0.73341,                0.88159,                0.82758,                0.89109,                0.69096,                      0,                      0,                    inf,                      0,               0.001189,               0.001189,               0.001189
                     91,                0.66068,                 1.5673,                0.34257,                 1.0691,                0.81075,                0.85604,                0.87838,                0.72785,                0.80942,                0.85674,                 0.8778,                0.68951,                      0,                      0,                    inf,                      0,                0.00109,                0.00109,                0.00109
                     92,                0.65577,                 1.5022,                0.33358,                 1.0646,                0.85502,                0.82003,                0.88181,                0.72066,                0.86222,                0.82715,                0.88432,                0.68235,                      0,                      0,                    inf,                      0,               0.000991,               0.000991,               0.000991
                     93,                 0.6584,                 1.4771,                0.33308,                 1.0654,                0.86041,                0.83915,                0.89943,                0.73012,                0.85209,                0.83194,                 0.8849,                0.68455,                      0,                      0,                    inf,                      0,               0.000892,               0.000892,               0.000892
                     94,                0.62752,                 1.4552,                0.31799,                 1.0413,                0.87646,                0.77603,                0.87601,                0.72861,                0.86376,                0.79684,                0.87255,                 0.6832,                      0,                      0,                    inf,                      0,               0.000793,               0.000793,               0.000793
                     95,                0.63443,                 1.4582,                0.31463,                 1.0434,                0.83469,                0.82368,                0.87532,                0.73703,                0.84338,                0.83216,                0.87108,                0.68689,                      0,                      0,                    inf,                      0,               0.000694,               0.000694,               0.000694
                     96,                0.62893,                 1.4285,                0.31217,                 1.0406,                0.85687,                0.83508,                0.89347,                0.73333,                0.85619,                0.83137,                0.87956,                0.68731,                      0,                      0,                    inf,                      0,               0.000595,               0.000595,               0.000595
                     97,                0.61676,                 1.4307,                0.30954,                 1.0395,                0.82836,                0.85976,                0.88657,                0.73891,                0.84138,                0.85357,                  0.881,                0.69776,                      0,                      0,                    inf,                      0,               0.000496,               0.000496,               0.000496
                     98,                0.61799,                 1.4239,                0.31042,                 1.0311,                0.84327,                0.82949,                0.88307,                0.73649,                0.82807,                0.85255,                0.88342,                0.69543,                      0,                      0,                    inf,                      0,               0.000397,               0.000397,               0.000397
                     99,                0.60442,                  1.428,                0.30267,                 1.0238,                0.82916,                0.84122,                0.88134,                0.73606,                0.83258,                0.85011,                0.87842,                0.69214,                      0,                      0,                    inf,                      0,               0.000298,               0.000298,               0.000298
