                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     82,                 1.1089,                 2.7667,                0.80521,                 1.3668,                0.76875,                0.70489,                0.75615,                0.55373,                0.75173,                0.68839,                0.71498,                 0.4548,                      0,                      0,                    inf,                      0,               0.001981,               0.001981,               0.001981
                     83,                 1.1125,                 2.7864,                0.80965,                 1.3696,                0.84651,                0.69746,                0.77503,                0.55878,                0.82925,                0.67639,                0.73913,                0.45921,                      0,                      0,                    inf,                      0,               0.001882,               0.001882,               0.001882
                     84,                  1.108,                 2.7469,                0.79673,                  1.362,                0.75076,                 0.7122,                0.75627,                0.55226,                0.73601,                0.67382,                0.70366,                 0.4541,                      0,                      0,                    inf,                      0,               0.001783,               0.001783,               0.001783
                     85,                 1.1089,                 2.7463,                0.81302,                 1.3786,                0.76019,                0.71386,                0.75927,                0.55392,                0.73704,                0.69267,                0.71774,                0.45594,                      0,                      0,                    inf,                      0,               0.001684,               0.001684,               0.001684
                     86,                 1.1135,                 2.7537,                0.80126,                 1.3786,                0.78238,                0.69552,                0.74851,                0.54281,                 0.7378,                 0.6637,                0.68645,                0.43406,                      0,                      0,                    inf,                      0,               0.001585,               0.001585,               0.001585
                     87,                 1.0986,                 2.7457,                0.80278,                 1.3646,                0.75311,                0.73838,                0.76937,                0.55683,                 0.7252,                0.71187,                0.72131,                0.45124,                      0,                      0,                    inf,                      0,               0.001486,               0.001486,               0.001486
                     88,                 1.0654,                 2.6784,                0.76965,                 1.3359,                0.79091,                0.67833,                 0.7514,                0.53144,                0.74394,                0.63053,                0.67251,                0.43052,                      0,                      0,                    inf,                      0,               0.001387,               0.001387,               0.001387
                     89,                 1.0805,                 2.7176,                0.78005,                 1.3489,                0.81332,                0.71733,                0.77667,                 0.5656,                0.79191,                 0.6956,                0.73422,                0.47155,                      0,                      0,                    inf,                      0,               0.001288,               0.001288,               0.001288
                     90,                 1.0697,                 2.6656,                0.76839,                 1.4136,                0.77618,                0.70684,                0.76598,                0.56187,                0.75057,                0.68438,                0.71895,                0.45846,                      0,                      0,                    inf,                      0,               0.001189,               0.001189,               0.001189
                     91,                 1.0218,                 2.6088,                0.71997,                 1.3922,                0.80379,                0.66149,                0.73184,                0.53876,                0.80428,                0.61454,                0.67721,                0.43466,                      0,                      0,                    inf,                      0,                0.00109,                0.00109,                0.00109
                     92,                 1.0157,                 2.5513,                0.71305,                 1.3793,                0.82632,                0.67628,                 0.7537,                0.55959,                0.82032,                0.64179,                0.69923,                0.44959,                      0,                      0,                    inf,                      0,               0.000991,               0.000991,               0.000991
                     93,                 1.0076,                 2.5213,                0.70836,                 1.3767,                0.77971,                0.70222,                0.74878,                0.54563,                0.74303,                0.67558,                0.69515,                0.43551,                      0,                      0,                    inf,                      0,               0.000892,               0.000892,               0.000892
                     94,                0.98198,                 2.4907,                0.68333,                  1.356,                0.82147,                0.69465,                 0.7541,                0.54929,                0.80137,                0.67732,                0.71562,                0.44052,                      0,                      0,                    inf,                      0,               0.000793,               0.000793,               0.000793
                     95,                0.97912,                 2.4779,                0.67262,                 1.3467,                0.81874,                 0.6777,                0.74348,                 0.5522,                0.79414,                 0.6617,                0.69973,                0.44396,                      0,                      0,                    inf,                      0,               0.000694,               0.000694,               0.000694
                     96,                0.97773,                 2.4554,                0.66792,                 1.3459,                0.79399,                0.69737,                0.74642,                0.55584,                0.76989,                0.67662,                0.70424,                0.45015,                      0,                      0,                    inf,                      0,               0.000595,               0.000595,               0.000595
                     97,                0.97695,                 2.4435,                0.65691,                 1.3449,                0.83492,                0.68203,                0.75002,                0.55738,                0.81267,                0.66434,                0.70971,                0.44818,                      0,                      0,                    inf,                      0,               0.000496,               0.000496,               0.000496
                     98,                0.96391,                 2.4398,                 0.6628,                 1.3356,                0.83205,                0.68495,                0.73518,                0.54517,                0.80828,                0.66616,                 0.6917,                0.43861,                      0,                      0,                    inf,                      0,               0.000397,               0.000397,               0.000397
                     99,                0.96109,                 2.4228,                0.65878,                 1.3363,                0.83585,                0.67934,                0.74531,                0.55452,                0.80819,                  0.656,                0.69559,                 0.4461,                      0,                      0,                    inf,                      0,               0.000298,               0.000298,               0.000298
